Park,Year,Month,Recreation_ Visitors,Non_Recreation_Visitors,Recreation_Visitor_Hours,Non_Recreation_Hours,Concession_Lodging,Tent_Campers,RV_Campers,Concession_Camping,Backcountry_Campers,Misc_Campers,Non_Recreation_Overnight_Stays,Total_Overnight_Stays,Year_Total_Header,Sum_Recreation_ Visitors,Sum_Non_Recreation_Visitors,Sum_Recreation_Visitor_Hours,Sum_Non_Recreation_Hours,Sum_Concession_Lodging,Sum_Tent_Campers,Sum_RV_Campers,Sum_Concession_Camping,Sum_Backcountry_Campers,Sum_Misc_Campers,Sum_Non_Recreation_Overnight_Stays,Sum_Sum_Overnight_Stays,2010_2020_Sum_Recreation_ Visitors,2010_2020_Sum_Non_Recreation_Visitors,2010_2020_Sum_Recreation_Visitor_Hours,2010_2020_Sum_Non_Recreation_Hours,2010_2020_Sum_Concession_Lodging,2010_2020_Sum_Tent_Campers,2010_2020_Sum_RV_Campers,2010_2020_Sum_Concession_Camping,2010_2020_Sum_Backcountry_Campers,2010_2020_Sum_Misc_Campers,2010_2020_Sum_Non_Recreation_Overnight_Stays,2010_2020_Sum_Overnight_Stays
Black Canyon of the Gunnison NP,2020,March,"5,849",0,"11,305",0,0,7,13,0,0,0,0,20,2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,April,"19,803",0,"34,708",0,0,0,0,0,0,0,0,0,2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,May,"25,976",0,"107,752",0,0,0,0,0,0,0,0,0,2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,June,"27,583",0,"265,350",0,0,"3,514","1,901",0,721,0,0,"6,137",2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,July,"61,521",0,"426,274",0,0,"4,953","2,366",0,631,0,0,"7,951",2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,August,"58,097",0,"387,074",0,0,"4,427","1,887",0,525,0,0,"6,839",2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,September,"48,257",0,"334,776",0,0,"3,249","2,548",0,281,0,0,"6,077",2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,October,"47,739",0,"188,031",0,0,"2,024","1,913",0,223,0,0,"4,160",2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,November,"23,249",0,"59,586",0,0,526,299,0,36,0,0,861,2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
Black Canyon of the Gunnison NP,2020,December,"6,327",0,"18,785",0,0,58,25,0,0,0,0,83,2020 Totals,"341,620",0,"1,874,808",0,0,"18,768","10,979",0,"2,419",0,0,"32,167","2,733,874",0,"15,762,175",0,0,"154,221","107,848",0,"14,510",0,0,"276,568"
