Park,Year,Month,Recreation_Visitors,Non_Recreation_Visitors,Recreation_Visitor_Hours,Non_Recreation_Hours,Concession_Lodging,Tent_Campers,RV_Campers,Concession_Camping,Backcountry_Campers,Misc_Campers,Non_Recreation_Overnight_Stays,Total_Overnight_Stays,Year_Total_Header,Sum_Recreation_Visitors,Sum_Non_Recreation_Visitors,Sum_Recreation_Visitor_Hours,Sum_Non_Recreation_Hours,Sum_Concession_Lodging,Sum_Tent_Campers,Sum_RV_Campers,Sum_Concession_Camping,Sum_Backcountry_Campers,Sum_Misc_Campers,Sum_Non_Recreation_Overnight_Stays,Sum_Sum_Overnight_Stays,2010_2020_Sum_Recreation_Visitors,2010_2020_Sum_Non_Recreation_Visitors,2010_2020_Sum_Recreation_Visitor_Hours,2010_2020_Sum_Non_Recreation_Hours,2010_2020_Sum_Concession_Lodging,2010_2020_Sum_Tent_Campers,2010_2020_Sum_RV_Campers,2010_2020_Sum_Concession_Camping,2010_2020_Sum_Backcountry_Campers,2010_2020_Sum_Misc_Campers,2010_2020_Sum_Non_Recreation_Overnight_Stays,2010_2020_Sum_Overnight_Stays
Great Sand Dunes NP & PRES,2020,March,"19,560",35,"40,598",35,0,0,0,0,108,0,0,108,2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,April,"5,227",35,"11,683",35,0,0,0,0,99,0,0,99,2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,May,0,45,0,45,0,0,0,0,0,0,0,0,2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,June,"78,191",45,"283,629",45,0,"2,472","1,508",0,512,0,0,"4,492",2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,July,"102,800",45,"484,740",45,0,"6,016","2,788",0,"1,035",0,0,"9,839",2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,August,"97,370",45,"479,240",45,0,"6,154","2,640",0,"1,257",0,0,"10,052",2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,September,"66,495",45,"317,343",45,0,"3,359","2,234",0,922,0,0,"6,516",2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,October,"53,468",35,"218,097",35,0,"3,782","3,755",0,550,0,0,"8,087",2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,November,"17,734",35,"38,172",35,0,0,0,0,210,0,0,210,2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
Great Sand Dunes NP & PRES,2020,December,"9,635",35,"21,754",35,0,0,0,0,180,0,0,180,2020 Totals,"461,532",470,"1,917,872",470,0,"21,783","12,925",0,"4,910",0,0,"39,620","3,939,370","5,170","22,198,924","5,170",0,"285,599","162,215",0,"39,583","62,736",0,"550,135"
