Park,Year,Month,Recreation_ Visitors,Non_Recreation_Visitors,Recreation_Visitor_Hours,Non_Recreation_Hours,Concession_Lodging,Tent_Campers,RV_Campers,Concession_Camping,Backcountry_Campers,Misc_Campers,Non_Recreation_Overnight_Stays,Total_Overnight_Stays,Year_Total_Header,Sum_Recreation_ Visitors,Sum_Non_Recreation_Visitors,Sum_Recreation_Visitor_Hours,Sum_Non_Recreation_Hours,Sum_Concession_Lodging,Sum_Tent_Campers,Sum_RV_Campers,Sum_Concession_Camping,Sum_Backcountry_Campers,Sum_Misc_Campers,Sum_Non_Recreation_Overnight_Stays,Sum_Sum_Overnight_Stays,2010_2020_Sum_Recreation_ Visitors,2010_2020_Sum_Non_Recreation_Visitors,2010_2020_Sum_Recreation_Visitor_Hours,2010_2020_Sum_Non_Recreation_Hours,2010_2020_Sum_Concession_Lodging,2010_2020_Sum_Tent_Campers,2010_2020_Sum_RV_Campers,2010_2020_Sum_Concession_Camping,2010_2020_Sum_Backcountry_Campers,2010_2020_Sum_Misc_Campers,2010_2020_Sum_Non_Recreation_Overnight_Stays,2010_2020_Sum_Overnight_Stays
Mesa Verde NP,2018,November,"13,382",146,"60,220",146,0,0,0,0,0,0,0,0,2018 Totals,"563,420","10,225","3,975,281","10,225","21,658","33,434","24,462",0,0,441,0,"79,995","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2018,December,"8,411",146,"37,850",146,0,0,0,0,0,0,0,0,2018 Totals,"563,420","10,225","3,975,281","10,225","21,658","33,434","24,462",0,0,441,0,"79,995","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,January,95,15,428,15,0,0,0,0,0,0,0,0,2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,February,"3,414",105,"15,361",105,0,0,0,0,0,0,0,0,2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,March,"14,992",288,"67,462",288,0,0,0,0,0,0,0,0,2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,April,"32,428",276,"216,226",276,"1,283",798,"1,825",0,0,0,0,"3,906",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,May,"60,665",6,"501,555",6,"3,297","3,422","5,918",0,0,61,0,"12,698",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,June,"108,231","1,125","810,555","1,125","4,022","12,585","1,270",0,0,96,0,"17,973",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,July,"113,166","2,752","793,001","2,752","3,883","6,072","5,768",0,0,41,0,"15,764",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,August,"87,133","1,580","612,165","1,580","3,267","4,678","4,252",0,0,29,0,"12,226",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,September,"70,865","2,058","538,959","2,058","3,267","4,678","4,252",0,0,29,0,"12,226",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,October,"47,270","1,198","333,035","1,198","2,470","1,388","2,825",0,0,2,0,"6,684",2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,November,"10,201",384,"45,906",384,0,0,0,0,0,0,0,0,2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2019,December,"7,743",294,"34,844",294,0,0,0,0,0,0,0,0,2019 Totals,"556,203","10,081","3,969,497","10,081","21,489","33,621","26,110",0,0,258,0,"81,477","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,January,"6,872",20,"30,924",20,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,February,"7,422",2,"33,400",2,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,March,"10,193",210,"45,869",210,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,April,0,0,0,0,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,May,"3,029",338,"33,522",338,120,358,628,0,0,0,0,"1,105",2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,June,"48,110","1,394","349,173","1,394","1,050","2,990","3,330",0,0,1,0,"7,371",2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,July,"49,824","1,374","373,607","1,374","1,551","3,422","3,318",0,0,9,0,"8,300",2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,August,"56,923","1,524","373,334","1,524","1,297","2,670","2,535",0,0,8,0,"6,510",2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,September,"44,557","1,412","358,844","1,412","1,706","3,090","3,998",0,0,3,0,"8,796",2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,October,"37,794",642,"172,412",642,0,130,0,0,0,0,0,130,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,November,"13,803",375,"62,114",375,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
Mesa Verde NP,2020,December,"8,950",228,"40,273",228,0,0,0,0,0,0,0,0,2020 Totals,"287,477","7,519","1,873,472","7,519","5,724","12,660","13,809",0,0,21,0,"32,212","5,734,441","97,512","39,850,293","97,512","259,366","344,973","173,096",0,0,"2,875",0,"780,305"
