Park,Year,Month,Recreation_Visitors,Non_Recreation_Visitors,Recreation_Visitor_Hours,Non_Recreation_Hours,Concession_Lodging,Tent_Campers,RV_Campers,Concession_Camping,Backcountry_Campers,Misc_Campers,Non_Recreation_Overnight_Stays,Total_Overnight_Stays,Year_Total_Header,Sum_Recreation_Visitors,Sum_Non_Recreation_Visitors,Sum_Recreation_Visitor_Hours,Sum_Non_Recreation_Hours,Sum_Concession_Lodging,Sum_Tent_Campers,Sum_RV_Campers,Sum_Concession_Camping,Sum_Backcountry_Campers,Sum_Misc_Campers,Sum_Non_Recreation_Overnight_Stays,Sum_Sum_Overnight_Stays,2010_2020_Sum_Recreation_Visitors,2010_2020_Sum_Non_Recreation_Visitors,2010_2020_Sum_Recreation_Visitor_Hours,2010_2020_Sum_Non_Recreation_Hours,2010_2020_Sum_Concession_Lodging,2010_2020_Sum_Tent_Campers,2010_2020_Sum_RV_Campers,2010_2020_Sum_Concession_Camping,2010_2020_Sum_Backcountry_Campers,2010_2020_Sum_Misc_Campers,2010_2020_Sum_Non_Recreation_Overnight_Stays,2010_2020_Sum_Overnight_Stays
Rocky Mountain NP,2019,July,"973,992","2,050","6,830,898","6,150",0,"34,785","12,660",0,"13,934",305,0,"61,684",2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2019,August,"830,039","2,300","5,870,248","6,900",0,"30,726","13,026",0,"11,653",221,0,"55,626",2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2019,September,"752,320","1,500","5,146,674","4,500",0,"20,634","12,162",0,"6,706",45,0,"39,547",2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2019,October,"374,003",560,"2,390,212","1,680",0,"4,770","3,312",0,"1,055",0,0,"9,137",2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2019,November,"123,376",100,"752,382",300,0,387,270,0,101,0,0,758,2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2019,December,"113,050",60,"687,482",180,0,252,240,0,82,0,0,574,2019 Totals,"4,670,053","8,750","31,535,363","26,250",0,"112,791","64,809",0,"41,213",877,0,"219,690","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,January,"126,866",90,"768,346",270,0,198,186,0,63,0,0,447,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,February,"110,667",50,"671,220",150,0,159,225,0,67,0,0,451,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,March,"97,690",80,"596,411",240,0,438,126,0,78,0,0,642,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,April,0,70,0,210,0,0,0,0,0,0,0,0,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,May,"63,051",490,"380,288","1,470",0,0,0,0,124,0,0,124,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,June,"491,355","1,400","3,318,209","4,200",0,"7,725","8,130",0,"7,275",0,0,"23,130",2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,July,"723,478","2,050","4,842,803","6,150",0,"6,381","11,949",0,"13,041",0,0,"31,371",2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,August,"580,368","2,300","3,963,040","6,900",0,"7,506","10,212",0,"12,334",0,0,"30,052",2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,September,"500,019","1,500","3,316,384","4,500",0,"7,776","5,253",0,"6,738",0,0,"19,767",2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,October,"297,665",560,"1,839,907","1,680",0,984,756,0,"1,630",0,0,"3,370",2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,November,"157,875",100,"948,387",300,0,0,0,0,71,0,0,71,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
Rocky Mountain NP,2020,December,"156,165",60,"944,415",180,0,183,180,0,101,0,0,464,2020 Totals,"3,305,199","8,750","21,589,410","26,250",0,"31,350","37,017",0,"41,522",0,0,"109,889","41,464,732","420,049","283,571,619","314,654",0,"1,098,702","573,060",0,"424,663","77,527",0,"2,173,952"
